"Company","Domain","Rank","Primary Website","Primary Domain","Number of Employees","Change in 
Rank","Revenues
($millions)","Revenue 
Change","Profits
($millions)","Profit 
Change","Assets
($millions)","Market Value 
As of 3/31/22 ($m)","MX Lookup Result"
"Boeing","boeing.com.pr","60","https://www.boeing.com/","boeing.com","142000","-6","62286","0.071","-4202","0","138552","113059","['10 bh.markmonitor.com.']"
"Boeing","boeing.com.mx","60","https://www.boeing.com/","boeing.com","142000","-6","62286","0.071","-4202","0","138552","113059","['10 bh.markmonitor.com.']"
"Boeing","boeing.com.co","60","https://www.boeing.com/","boeing.com","142000","-6","62286","0.071","-4202","0","138552","113059","['30 mx.com.co.']"
"Boeing","boeing.com.ag","60","https://www.boeing.com/","boeing.com","142000","-6","62286","0.071","-4202","0","138552","113059","['10 smtp.secureserver.net.', '0 mailstore1.secureserver.net.']"
"Boeing","boeing.com","60","https://www.boeing.com/","boeing.com","142000","-6","62286","0.071","-4202","0","138552","113059","['10 ewa-mbsin-01.mbs.boeing.net.', '10 phx-mbsin-04.mbs.boeing.net.', '10 phx-mbsin-03.mbs.boeing.net.', '10 phx-mbsin-02.mbs.boeing.net.', '10 phx-mbsin-01.mbs.boeing.net.', '10 clt-mbsin-04.mbs.boeing.net.', '10 clt-mbsin-03.mbs.boeing.net.', '10 clt-mbsin-02.mbs.boeing.net.', '10 clt-mbsin-01.mbs.boeing.net.', '10 ewa-mbsin-04.mbs.boeing.net.', '10 ewa-mbsin-03.mbs.boeing.net.', '10 ewa-mbsin-02.mbs.boeing.net.']"
"Boeing","boeing.cn","60","https://www.boeing.com/","boeing.com","142000","-6","62286","0.071","-4202","0","138552","113059","['10 clt-mbsin-01.mbs.boeing.net.', '10 ewa-mbsin-04.mbs.boeing.net.', '10 ewa-mbsin-03.mbs.boeing.net.', '10 ewa-mbsin-02.mbs.boeing.net.', '10 ewa-mbsin-01.mbs.boeing.net.', '10 phx-mbsin-04.mbs.boeing.net.', '10 phx-mbsin-03.mbs.boeing.net.', '10 phx-mbsin-02.mbs.boeing.net.', '10 phx-mbsin-01.mbs.boeing.net.', '10 clt-mbsin-04.mbs.boeing.net.', '10 clt-mbsin-03.mbs.boeing.net.', '10 clt-mbsin-02.mbs.boeing.net.']"
"Morgan Stanley","ms.com","61","https://www.morganstanley.com/","morganstanley.com","74814","0","61121","0.174","15034","0.367","1188140","155686","['0 mx1.morganstanley.com.', '0 mx4.morganstanley.com.', '0 mx2.morganstanley.com.', '0 mx3.morganstanley.com.']"
"Morgan Stanley","morganstanley.fr","61","https://www.morganstanley.com/","morganstanley.com","74814","0","61121","0.174","15034","0.367","1188140","155686","['0 .', '10 mx.dnsassurance.com.']"
"Morgan Stanley","morganstanley.com.co","61","https://www.morganstanley.com/","morganstanley.com","74814","0","61121","0.174","15034","0.367","1188140","155686","['10 custmx.cscdns.net.']"
"Morgan Stanley","morganstanley.com.ar","61","https://www.morganstanley.com/","morganstanley.com","74814","0","61121","0.174","15034","0.367","1188140","155686","['10 custmx.cscdns.net.']"
"Morgan Stanley","morganstanley.com","61","https://www.morganstanley.com/","morganstanley.com","74814","0","61121","0.174","15034","0.367","1188140","155686","['0 mx1.morganstanley.com.', '0 mx3.morganstanley.com.', '0 mx4.morganstanley.com.', '0 mx2.morganstanley.com.']"
"Morgan Stanley","morganstanley.co.uk","61","https://www.morganstanley.com/","morganstanley.com","74814","0","61121","0.174","15034","0.367","1188140","155686","['0 mx2.morganstanley.com.', '0 mx3.morganstanley.com.', '0 mx4.morganstanley.com.', '0 mx1.morganstanley.com.']"
"Morgan Stanley","morganstanley.cn","61","https://www.morganstanley.com/","morganstanley.com","74814","0","61121","0.174","15034","0.367","1188140","155686","['0 mx1.morganstanley.com.', '0 mx3.morganstanley.com.', '0 mx4.morganstanley.com.', '0 mx2.morganstanley.com.']"
"HCAHealthcare","hcahealthcare.com","62","https://hcahealthcare.com/","hcahealthcare.com","244000","0","58752","0.14","6956","0.853","50742","75692","['10 smtpd.mail.medcity.net.', '10 smtpc.mail.medcity.net.', '10 smtpb.mail.medcity.net.', '10 smtpa.mail.medcity.net.']"
"HCAHealthcare","hcahealthcare.co.uk","62","https://hcahealthcare.com/","hcahealthcare.com","244000","0","58752","0.14","6956","0.853","50742","75692","['20 cust38052-2.in.mailcontrol.com.', '30 mail.hcahealthcare.co.uk.', '40 backupmail.hcahealthcare.co.uk.', '10 cust38052-1.in.mailcontrol.com.']"
"AbbVie","abbvie.se","63","https://www.abbvie.com/","abbvie.com","50000","5","56197","0.227","11542","1.5","146529","286332","['5 mx1.hc3464-92.iphmx.com.', '5 mx2.hc3464-92.iphmx.com.']"
"AbbVie","abbvie.ru","63","https://www.abbvie.com/","abbvie.com","50000","5","56197","0.227","11542","1.5","146529","286332","['10 aspmx3.googlemail.com.', '10 aspmx2.googlemail.com.', '5 alt2.aspmx.l.google.com.', '5 alt1.aspmx.l.google.com.', '1 aspmx.l.google.com.']"
"AbbVie","abbvie.no","63","https://www.abbvie.com/","abbvie.com","50000","5","56197","0.227","11542","1.5","146529","286332","['5 mx1.hc3464-92.iphmx.com.', '5 mx2.hc3464-92.iphmx.com.']"
"AbbVie","abbvie.fi","63","https://www.abbvie.com/","abbvie.com","50000","5","56197","0.227","11542","1.5","146529","286332","['5 mx1.hc3464-92.iphmx.com.', '5 mx2.hc3464-92.iphmx.com.']"
"AbbVie","abbvie.dk","63","https://www.abbvie.com/","abbvie.com","50000","5","56197","0.227","11542","1.5","146529","286332","['5 mx2.hc3464-92.iphmx.com.', '5 mx1.hc3464-92.iphmx.com.']"
"AbbVie","abbvie.de","63","https://www.abbvie.com/","abbvie.com","50000","5","56197","0.227","11542","1.5","146529","286332","['5 mx2.hc3464-92.iphmx.com.', '5 mx1.hc3464-92.iphmx.com.']"
"AbbVie","abbvie.com","63","https://www.abbvie.com/","abbvie.com","50000","5","56197","0.227","11542","1.5","146529","286332","['5 mx2.hc3464-92.iphmx.com.', '5 mx1.hc3464-92.iphmx.com.']"
"AbbVie","abbvie.ca","63","https://www.abbvie.com/","abbvie.com","50000","5","56197","0.227","11542","1.5","146529","286332","['5 mx1.hc3464-92.iphmx.com.', '5 mx2.hc3464-92.iphmx.com.']"
"Dow","dowwaterandprocess.com","64","https://www.dow.com/","dow.com","35700","18","54968","0.426","6311","4.152","62990","46840","['10 mail1.namebrightmail.com.', '10 mail2.namebrightmail.com.']"
"Dow","dowjones.com","64","https://www.dow.com/","dow.com","35700","18","54968","0.426","6311","4.152","62990","46840","['10 alt2.aspmx.l.google.com.', '20 alt4.aspmx.l.google.com.', '1 aspmx.l.google.com.', '20 alt3.aspmx.l.google.com.', '10 alt1.aspmx.l.google.com.']"
"Dow","dowelectronics.com","64","https://www.dow.com/","dow.com","35700","18","54968","0.426","6311","4.152","62990","46840","['20 d185898b.ess.barracudanetworks.com.', '25 dowelectronics-com.mail.protection.outlook.com.', '10 d185898a.ess.barracudanetworks.com.']"
"Dow","dowcorning.com","64","https://www.dow.com/","dow.com","35700","18","54968","0.426","6311","4.152","62990","46840","['0 dowcorning-com.mail.protection.outlook.com.']"
"Dow","dow.com","64","https://www.dow.com/","dow.com","35700","18","54968","0.426","6311","4.152","62990","46840","['10 dow-com.mail.protection.outlook.com.']"
"Tesla","teslamotorsjobs.com","65","https://www.tesla.com/","tesla.com","99290","35","53823","0.707","5519","6.655","62131","1113708","['10 mailstore1.secureserver.net.', '0 smtp.secureserver.net.']"
"Tesla","teslamotorsclub.com","65","https://www.tesla.com/","tesla.com","99290","35","53823","0.707","5519","6.655","62131","1113708","['20 alt1.aspmx.l.google.com.', '30 alt2.aspmx.l.google.com.', '10 aspmx.l.google.com.', '40 aspmx2.googlemail.com.', '50 aspmx3.googlemail.com.']"
"Tesla","teslamotors.com","65","https://www.tesla.com/","tesla.com","99290","35","53823","0.707","5519","6.655","62131","1113708","['10 teslamotors-com.mail.protection.outlook.com.']"
"Tesla","teslaenergy.com","65","https://www.tesla.com/","tesla.com","99290","35","53823","0.707","5519","6.655","62131","1113708","['20 cluster4a.us.messagelabs.com.', '10 cluster4.us.messagelabs.com.']"
"Tesla","tesla.com","65","https://www.tesla.com/","tesla.com","99290","35","53823","0.707","5519","6.655","62131","1113708","['10 tesla-com.mail.protection.outlook.com.']"
"Allstate","allstate.com","66","https://www.allstate.com/","allstate.com","54500","4","53228","0.188","1599","-0.713","99440","38554","['5 mxa-00137005.gslb.pphosted.com.', '5 mxb-00137005.gslb.pphosted.com.']"
"AIG","aigtravelguard.com","67","https://www.aig.com/","aig.com","36600","5","52057","0.19","9388","0","596112","50608","['5 am2mxi05.aig.com.', '5 am2mxi03.aig.com.', '5 am1mxi03.aig.com.', '5 am1mxi02.aig.com.', '5 am1mxi04.aig.com.', '5 am2mxi02.aig.com.', '5 am2mxi04.aig.com.', '5 am1mxi01.aig.com.', '5 am2mxi01.aig.com.', '5 am1mxi05.aig.com.']"
"AIG","aigretirement.com","67","https://www.aig.com/","aig.com","36600","5","52057","0.19","9388","0","596112","50608","['10 mxb-0000ed04.gslb.pphosted.com.', '10 mxa-0000ed04.gslb.pphosted.com.']"
"AIG","aiglife.co.uk","67","https://www.aig.com/","aig.com","36600","5","52057","0.19","9388","0","596112","50608","['5 mx1.aiglife.co.uk.', '30 mx4.aiglife.co.uk.', '5 mx2.aiglife.co.uk.', '20 mx3.aiglife.co.uk.']"
"AIG","aigdirect.de","67","https://www.aig.com/","aig.com","36600","5","52057","0.19","9388","0","596112","50608","['10 mx186.mb1p.com.', '20 mx186.m2bp.com.']"
"AIG","aigdirect.com","67","https://www.aig.com/","aig.com","36600","5","52057","0.19","9388","0","596112","50608","['10 mxa-0000ed04.gslb.pphosted.com.', '10 mxb-0000ed04.gslb.pphosted.com.']"
"AIG","aigcorporate.com","67","https://www.aig.com/","aig.com","36600","5","52057","0.19","9388","0","596112","50608","['0 aigcorporate-com.mail.protection.outlook.com.']"
"AIG","aig.ru","67","https://www.aig.com/","aig.com","36600","5","52057","0.19","9388","0","596112","50608","['10 m1d-aig-border1-p.virtusystems.ru.', '10 lnx-aig-border1-p.virtusystems.ru.']"
"AIG","aig.nl","67","https://www.aig.com/","aig.com","36600","5","52057","0.19","9388","0","596112","50608","['0 aig-nl.mail.protection.outlook.com.']"
"AIG","aig.jp","67","https://www.aig.com/","aig.com","36600","5","52057","0.19","9388","0","596112","50608","['10 mx.aig.co.jp.', '20 mxk.aig.co.jp.']"
"AIG","aig.it","67","https://www.aig.com/","aig.com","36600","5","52057","0.19","9388","0","596112","50608","['10 mail.aig.it.']"
"AIG","aig.fr","67","https://www.aig.com/","aig.com","36600","5","52057","0.19","9388","0","596112","50608","['0 aig-fr.mail.protection.outlook.com.']"
"AIG","aig.com.hk","67","https://www.aig.com/","aig.com","36600","5","52057","0.19","9388","0","596112","50608","['0 aig-com-hk.mail.protection.outlook.com.']"
"AIG","aig.com","67","https://www.aig.com/","aig.com","36600","5","52057","0.19","9388","0","596112","50608","['10 mxb-0000ed04.gslb.pphosted.com.', '10 mxa-0000ed04.gslb.pphosted.com.']"
"Best Buy","bestbuy.it","68","https://www.bestbuy.com/","bestbuy.com","81375","-2","51761","0.095","2454","0.365","17504","20473","['5 mail.h-email.net.']"
"Best Buy","bestbuy.fr","68","https://www.bestbuy.com/","bestbuy.com","81375","-2","51761","0.095","2454","0.365","17504","20473","['10 mx186.mb1p.com.', '20 mx186.m2bp.com.']"
"Best Buy","bestbuy.de","68","https://www.bestbuy.com/","bestbuy.com","81375","-2","51761","0.095","2454","0.365","17504","20473","['20 mx01.udag.de.', '10 mx00.udag.de.']"
"Best Buy","bestbuy.com.tw","68","https://www.bestbuy.com/","bestbuy.com","81375","-2","51761","0.095","2454","0.365","17504","20473","['10 mailstore1.secureserver.net.', '0 smtp.secureserver.net.']"
"Best Buy","bestbuy.com","68","https://www.bestbuy.com/","bestbuy.com","81375","-2","51761","0.095","2454","0.365","17504","20473","['10 mxb-002a6b01.gslb.pphosted.com.', '10 mxa-002a6b01.gslb.pphosted.com.']"
"Best Buy","bestbuy.co.jp","68","https://www.bestbuy.com/","bestbuy.com","81375","-2","51761","0.095","2454","0.365","17504","20473","['20 jp1-aspmx2.worksmobile.com.', '10 jp1-aspmx1.worksmobile.com.']"
"Best Buy","bestbuy.ca","68","https://www.bestbuy.com/","bestbuy.com","81375","-2","51761","0.095","2454","0.365","17504","20473","['10 mxa-002a6b01.gslb.pphosted.com.', '10 mxb-002a6b01.gslb.pphosted.com.']"
"Charter Communications","timewarnercable.com","69","https://corporate.charter.com/","corporate.charter.com","93700","-5","51682","0.075","4654","0.444","142491","112803","['10 cdptwcgw02.timewarnercable.com.', '20 cdctwcgw01.timewarnercable.com.', '10 cdptwcgw01.timewarnercable.com.', '20 cdctwcgw02.timewarnercable.com.']"
"Charter Communications","spectrum.com","69","https://corporate.charter.com/","corporate.charter.com","93700","-5","51682","0.075","4654","0.444","142491","112803","['10 nce.mail.chartercom.com.', '10 ncw.mail.chartercom.com.']"
"Charter Communications","corporate.charter.com","69","https://corporate.charter.com/","corporate.charter.com","93700","-5","51682","0.075","4654","0.444","142491","112803","['no mx server found']"
"Charter Communications","charter.support","69","https://corporate.charter.com/","corporate.charter.com","93700","-5","51682","0.075","4654","0.444","142491","112803","['5 ALT2.ASPMX.L.GOOGLE.COM.', '5 ALT1.ASPMX.L.GOOGLE.COM.', '10 ALT4.ASPMX.L.GOOGLE.COM.', '10 ALT3.ASPMX.L.GOOGLE.COM.']"
"Charter Communications","charter.net","69","https://corporate.charter.com/","corporate.charter.com","93700","-5","51682","0.075","4654","0.444","142491","112803","['10 mx0.charter.net.']"
"Charter Communications","charter.com","69","https://corporate.charter.com/","corporate.charter.com","93700","-5","51682","0.075","4654","0.444","142491","112803","['10 nce.mail.chartercom.com.', '10 ncw.mail.chartercom.com.']"
"Charter Communications","brighthouse.com","69","https://corporate.charter.com/","corporate.charter.com","93700","-5","51682","0.075","4654","0.444","142491","112803","['10 pkvw-mx.msg.pkvw.co.charter.net.']"
"Sysco","sysco.tw","70","https://www.sysco.com/","sysco.com","57710","-10","51298","-0.03","524.2","1.433","21414","41433","['20 mail.shengyusteel.com.']"
"Sysco","sysco.rs","70","https://www.sysco.com/","sysco.com","57710","-10","51298","-0.03","524.2","1.433","21414","41433","['0 sysco.rs.']"
"Sysco","sysco.ro","70","https://www.sysco.com/","sysco.com","57710","-10","51298","-0.03","524.2","1.433","21414","41433","['30 ns1.sysconet.eu.', '10 mail.sysco.ro.', '15 mail2.sysco.ro.', '20 mailr.sysco.ro.']"
"Sysco","sysco.pl","70","https://www.sysco.com/","sysco.com","57710","-10","51298","-0.03","524.2","1.433","21414","41433","['0 mx2.dreamhost.com.', '0 mx1.dreamhost.com.']"
"Sysco","sysco.no","70","https://www.sysco.com/","sysco.com","57710","-10","51298","-0.03","524.2","1.433","21414","41433","['0 sysco-no.mail.protection.outlook.com.']"
"Sysco","sysco.me","70","https://www.sysco.com/","sysco.com","57710","-10","51298","-0.03","524.2","1.433","21414","41433","['100 us2.mx2.mailhostbox.com.', '100 us2.mx1.mailhostbox.com.', '100 us2.mx3.mailhostbox.com.']"
"Sysco","sysco.it","70","https://www.sysco.com/","sysco.com","57710","-10","51298","-0.03","524.2","1.433","21414","41433","['10 mail.register.it.']"
"Sysco","sysco.ir","70","https://www.sysco.com/","sysco.com","57710","-10","51298","-0.03","524.2","1.433","21414","41433","['0 sysco.ir.']"
"Sysco","sysco.ie","70","https://www.sysco.com/","sysco.com","57710","-10","51298","-0.03","524.2","1.433","21414","41433","['30 sysco-ie.mail.protection.outlook.com.']"
"Sysco","sysco.dk","70","https://www.sysco.com/","sysco.com","57710","-10","51298","-0.03","524.2","1.433","21414","41433","['5 sysco-dk.mail.protection.outlook.com.']"
"Sysco","sysco.de","70","https://www.sysco.com/","sysco.com","57710","-10","51298","-0.03","524.2","1.433","21414","41433","['50 mail.sysco.de.']"
"Sysco","sysco.cz","70","https://www.sysco.com/","sysco.com","57710","-10","51298","-0.03","524.2","1.433","21414","41433","['1 wes1-mx1.wedos.net.', '1 wes1-mx2.wedos.net.']"
"Sysco","sysco.com.mx","70","https://www.sysco.com/","sysco.com","57710","-10","51298","-0.03","524.2","1.433","21414","41433","['10 mx.suantispam.com.', '20 fb.suantispam.com.']"
"Sysco","sysco.com.br","70","https://www.sysco.com/","sysco.com","57710","-10","51298","-0.03","524.2","1.433","21414","41433","['0 sysco.com.br.']"
"Sysco","sysco.com","70","https://www.sysco.com/","sysco.com","57710","-10","51298","-0.03","524.2","1.433","21414","41433","['10 mxa-00133a01.gslb.pphosted.com.', '10 mxb-00133a01.gslb.pphosted.com.']"
"Sysco","sysco.ca","70","https://www.sysco.com/","sysco.com","57710","-10","51298","-0.03","524.2","1.433","21414","41433","['10 mxa-00133a01.gslb.pphosted.com.', '50 mail.sysco.ca.', '10 mxb-00133a01.gslb.pphosted.com.']"
"Sysco","sysco.be","70","https://www.sysco.com/","sysco.com","57710","-10","51298","-0.03","524.2","1.433","21414","41433","['20 alt1.aspmx.l.google.com.', '20 alt2.aspmx.l.google.com.', '30 aspmx2.googlemail.com.', '30 aspmx3.googlemail.com.', '30 aspmx4.googlemail.com.', '30 aspmx5.googlemail.com.', '10 aspmx.l.google.com.']"
"Sysco","sysco.at","70","https://www.sysco.com/","sysco.com","57710","-10","51298","-0.03","524.2","1.433","21414","41433","['100 mx4.sycloud.at.', '10 mx2.sycloud.at.', '400 mx3.sycloud.at.', '110 sysco-at.mail.protection.outlook.com.', '200 mx1.sycloud.at.']"
"Merck","msd.com","71","https://www.merck.com/","merck.com","67500","-6","51216","0.067","13049","0.846","105694","207401","['0 msdcloud.mail.protection.outlook.com.']"
"Merck","merckperformancematerials.com","71","https://www.merck.com/","merck.com","67500","-6","51216","0.067","13049","0.846","105694","207401","['20 mailgateway02.merck.de.', '10 mailgateway01.merck.de.']"
"Merck","merckmillipore.com","71","https://www.merck.com/","merck.com","67500","-6","51216","0.067","13049","0.846","105694","207401","['10 mxa-005f4802.gslb.pphosted.com.', '10 mxb-005f4802.gslb.pphosted.com.']"
"Merck","merckgroup.com","71","https://www.merck.com/","merck.com","67500","-6","51216","0.067","13049","0.846","105694","207401","['10 mxa-005f4802.gslb.pphosted.com.', '10 mxb-005f4802.gslb.pphosted.com.']"
"Merck","merckengage.com","71","https://www.merck.com/","merck.com","67500","-6","51216","0.067","13049","0.846","105694","207401","['20 mail3750.merckengage.mkt4347.com.', '10 reply.merckengage.mkt4347.com.']"
"Merck","merck.com","71","https://www.merck.com/","merck.com","67500","-6","51216","0.067","13049","0.846","105694","207401","['0 msdcloud.mail.protection.outlook.com.']"
"New York Life Insurance","nylinvestments.com","72","https://www.newyorklife.com/","newyorklife.com","14344","-5","51199","0.096","277.1","0","379985","0","['10 smtp.sd.newyorklife.com.']"
"New York Life Insurance","nylim.com","72","https://www.newyorklife.com/","newyorklife.com","14344","-5","51199","0.096","277.1","0","379985","0","['10 smtp.sd.newyorklife.com.']"
"New York Life Insurance","nylifeinsurancequotes.com","72","https://www.newyorklife.com/","newyorklife.com","14344","-5","51199","0.096","277.1","0","379985","0","['0 smtp.secureserver.net.', '10 mailstore1.secureserver.net.']"
"New York Life Insurance","nylifeinsuranceagency.com","72","https://www.newyorklife.com/","newyorklife.com","14344","-5","51199","0.096","277.1","0","379985","0","['10 eforward2.registrar-servers.com.', '10 eforward3.registrar-servers.com.', '20 eforward5.registrar-servers.com.', '15 eforward4.registrar-servers.com.', '10 eforward1.registrar-servers.com.']"
"New York Life Insurance","nyl.com","72","https://www.newyorklife.com/","newyorklife.com","14344","-5","51199","0.096","277.1","0","379985","0","['10 smtp.sd.newyorklife.com.']"
"New York Life Insurance","newyorklife.com","72","https://www.newyorklife.com/","newyorklife.com","14344","-5","51199","0.096","277.1","0","379985","0","['10 smtp.sd.newyorklife.com.']"
"Caterpillar","sullair.com","73","https://www.caterpillar.com/","caterpillar.com","107700","5","50971","0.221","6489","1.164","82793","119407","['20 mx2.hc514-86.ap.iphmx.com.', '10 mx1.hc514-86.ap.iphmx.com.']"
"Caterpillar","progressrail.com","73","https://www.caterpillar.com/","caterpillar.com","107700","5","50971","0.221","6489","1.164","82793","119407","['10 mxb-00238a01.gslb.pphosted.com.', '10 mxa-00238a01.gslb.pphosted.com.']"
"Caterpillar","perkins.com","73","https://www.caterpillar.com/","caterpillar.com","107700","5","50971","0.221","6489","1.164","82793","119407","['10 mail6.cat.com.', '10 mail1.cat.com.', '10 mail2.cat.com.', '10 mail3.cat.com.', '10 mail4.cat.com.', '10 mail5.cat.com.']"
"Caterpillar","mwm.net","73","https://www.caterpillar.com/","caterpillar.com","107700","5","50971","0.221","6489","1.164","82793","119407","['25 smtp1.mwm.net.']"
"Caterpillar","catused.com","73","https://www.caterpillar.com/","caterpillar.com","107700","5","50971","0.221","6489","1.164","82793","119407","['0 catused-com.mail.protection.outlook.com.']"
"Caterpillar","catpumps.com","73","https://www.caterpillar.com/","caterpillar.com","107700","5","50971","0.221","6489","1.164","82793","119407","['10 mail.ddc-us.com.']"
"Caterpillar","catfinancial.co.za","73","https://www.caterpillar.com/","caterpillar.com","107700","5","50971","0.221","6489","1.164","82793","119407","['10 mx2.hc858-6.c3s2.iphmx.com.', '10 mx1.hc858-6.c3s2.iphmx.com.']"
"Caterpillar","caterpillar.com","73","https://www.caterpillar.com/","caterpillar.com","107700","5","50971","0.221","6489","1.164","82793","119407","['no mx server found']"
"Caterpillar","cat.com","73","https://www.caterpillar.com/","caterpillar.com","107700","5","50971","0.221","6489","1.164","82793","119407","['10 mail6.cat.com.', '10 mail1.cat.com.', '10 mail2.cat.com.', '10 mail3.cat.com.', '10 mail4.cat.com.', '10 mail5.cat.com.']"
"Cisco Systems","webex.com","74","https://www.cisco.com/","cisco.com","79500","-11","49818","0.01","10591","-0.056","97497","231636","['20 rcdn-mx-01.cisco.com.', '10 alln-mx-01.cisco.com.', '30 aer-mx-01.cisco.com.']"
"Cisco Systems","meraki.net","74","https://www.cisco.com/","cisco.com","79500","-11","49818","0.01","10591","-0.056","97497","231636","['50 alt1.aspmx.l.google.com.', '60 alt2.aspmx.l.google.com.', '70 aspmx2.googlemail.com.', '80 aspmx3.googlemail.com.', '90 aspmx4.googlemail.com.', '40 aspmx.l.google.com.']"
"Cisco Systems","cisco.org","74","https://www.cisco.com/","cisco.com","79500","-11","49818","0.01","10591","-0.056","97497","231636","['30 itsmailguard.mx3.fusemail.net.', '20 itsmailguard.mx2.fusemail.net.', '10 itsmailguard.mx1.fusemail.net.']"
"Cisco Systems","cisco.it","74","https://www.cisco.com/","cisco.com","79500","-11","49818","0.01","10591","-0.056","97497","231636","['10 mx01.cbsolt.net.', '20 mx02.cbsolt.net.']"
"Cisco Systems","cisco.fr","74","https://www.cisco.com/","cisco.com","79500","-11","49818","0.01","10591","-0.056","97497","231636","['10 mx.dnsassurance.com.']"
"Cisco Systems","cisco.de","74","https://www.cisco.com/","cisco.com","79500","-11","49818","0.01","10591","-0.056","97497","231636","['10 mx1.cisco.de.', '20 mx2.cisco.de.']"
"Cisco Systems","cisco.com","74","https://www.cisco.com/","cisco.com","79500","-11","49818","0.01","10591","-0.056","97497","231636","['30 aer-mx-01.cisco.com.', '20 rcdn-mx-01.cisco.com.', '10 alln-mx-01.cisco.com.']"
"Cisco Systems","cisco.co.za","74","https://www.cisco.com/","cisco.com","79500","-11","49818","0.01","10591","-0.056","97497","231636","['0 suspended-cisco-co-za.mail.protection.outlook.com.']"
"Cisco Systems","cisco.co.kr","74","https://www.cisco.com/","cisco.com","79500","-11","49818","0.01","10591","-0.056","97497","231636","['10 bh.markmonitor.com.']"
"Cisco Systems","cisco.co.in","74","https://www.cisco.com/","cisco.com","79500","-11","49818","0.01","10591","-0.056","97497","231636","['10 bh.markmonitor.com.']"
"Cisco Systems","broadsoft.com","74","https://www.cisco.com/","cisco.com","79500","-11","49818","0.01","10591","-0.056","97497","231636","['10 alt4.aspmx.L.google.com.', '1 aspmx.L.google.com.', '5 alt1.aspmx.L.google.com.', '10 alt3.aspmx.L.google.com.', '5 alt2.aspmx.L.google.com.']"
"TJX","tjxstyleplus.com","75","https://www.tjx.com/","tjx.com","340000","22","48550","0.511","3282.8","35.286","28462","71195","['5 mail.h-email.net.']"
"TJX","tjxeurope.com","75","https://www.tjx.com/","tjx.com","340000","22","48550","0.511","3282.8","35.286","28462","71195","['20 mxb-00081a02.gslb.pphosted.com.', '10 mxa-00081a02.gslb.pphosted.com.']"
"TJX","tjxcanada.ca","75","https://www.tjx.com/","tjx.com","340000","22","48550","0.511","3282.8","35.286","28462","71195","['10 mxa-00081a02.gslb.pphosted.com.', '20 mxb-00081a02.gslb.pphosted.com.']"
"TJX","tjx.com","75","https://www.tjx.com/","tjx.com","340000","22","48550","0.511","3282.8","35.286","28462","71195","['10 mxa-00081a02.gslb.pphosted.com.', '20 mxb-00081a02.gslb.pphosted.com.']"
"TJX","tjmaxx.com","75","https://www.tjx.com/","tjx.com","340000","22","48550","0.511","3282.8","35.286","28462","71195","['5 alt2.aspmx.l.google.com.', '0 mxb-00081a02.gslb.pphosted.com.', '10 aspmx3.googlemail.com.', '1 aspmx.l.google.com.', '5 alt1.aspmx.l.google.com.', '10 aspmx4.googlemail.com.', '0 mxa-00081a02.gslb.pphosted.com.', '10 aspmx5.googlemail.com.', '10 aspmx2.googlemail.com.']"
"TJX","marshalls.com","75","https://www.tjx.com/","tjx.com","340000","22","48550","0.511","3282.8","35.286","28462","71195","['10 mxa-00081a02.gslb.pphosted.com.', '20 mxb-00081a02.gslb.pphosted.com.']"
"TJX","homesense.com","75","https://www.tjx.com/","tjx.com","340000","22","48550","0.511","3282.8","35.286","28462","71195","['10 dmx1.bfi0.com.']"
"Publix Super Markets","publixsupermarkets.com","76","https://www.publix.com/","publix.com","232000","-7","48394","0.071","4412.2","0.111","31524","0","['10 custmx.cscdns.net.']"
"Publix Super Markets","publixcharities.org","76","https://www.publix.com/","publix.com","232000","-7","48394","0.071","4412.2","0.111","31524","0","['20 relay2.exodus.net.', '20 relay1.exodus.net.', '10 mail2.siteamerica.com.']"
"Publix Super Markets","publix.net","76","https://www.publix.com/","publix.com","232000","-7","48394","0.071","4412.2","0.111","31524","0","['10 custmx.cscdns.net.']"
"Publix Super Markets","publix.info","76","https://www.publix.com/","publix.com","232000","-7","48394","0.071","4412.2","0.111","31524","0","['10 custmx.cscdns.net.']"
"Publix Super Markets","publix.com.mx","76","https://www.publix.com/","publix.com","232000","-7","48394","0.071","4412.2","0.111","31524","0","['1 aspmx.l.google.com.', '10 alt3.aspmx.l.google.com.', '5 alt2.aspmx.l.google.com.', '5 alt1.aspmx.l.google.com.', '10 alt4.aspmx.l.google.com.']"
"Publix Super Markets","publix.com.br","76","https://www.publix.com/","publix.com","232000","-7","48394","0.071","4412.2","0.111","31524","0","['0 mail.publix.com.br.']"
"Publix Super Markets","publix.com","76","https://www.publix.com/","publix.com","232000","-7","48394","0.071","4412.2","0.111","31524","0","['0 publix-com.mail.protection.outlook.com.']"
"Publix Super Markets","publix.co.uk","76","https://www.publix.com/","publix.com","232000","-7","48394","0.071","4412.2","0.111","31524","0","['5 mail.h-email.net.']"
"Publix Super Markets","publix.ca","76","https://www.publix.com/","publix.com","232000","-7","48394","0.071","4412.2","0.111","31524","0","['10 mail.publix.ca.']"
"ConocoPhillips","conocophillips.ru","77","https://www.conocophillips.com/","conocophillips.com","9900","79","48349","1.511","8079","0","90661","129605","['10 custmx.cscdns.net.']"
"ConocoPhillips","conocophillips.pl","77","https://www.conocophillips.com/","conocophillips.com","9900","79","48349","1.511","8079","0","90661","129605","['10 custmx.cscdns.net.']"
